Bio ID,First,Middle,Last,District: Address,District: Phone,District: Fax,Initial 
A000022,Gary,L.,Ackerman,"218-14 Northern Boulevard Bayside, New York 11361",(718) 423-2154, (718) 423-5053 
S000148,	 Charles ,,Schumer	 ,"757 Third Avenue, Suite 17-02 New York, New York 10017",(212) 486-4430,(212) 486-7693 
S000148,	 Charles ,,Schumer	 ,"130 South Elmwood Avenue, #660 Buffalo, New York 14202",(716) 846-4111,(716) 846-4113 
S000148,	 Charles ,,Schumer	 ,"100 State Street, Room 3040 Rochester, New York 14614",(585) 263-5866,(585) 263-3173 
S000148,	 Charles ,,Schumer	 ,"Leo O'Brien Building, #420 Albany, New York 12207",(518) 431-4070,(518) 431-4076 
S000148,	 Charles ,,Schumer	 ,"15 Henry Street, #M103 Binghamton, New York 13901",(607) 772-6792,(607) 772-8124 
S000148,	 Charles ,,Schumer	 ,"100 South Clinton Street, Room 841 Syracuse, New York 13261",(315) 423-5471,(315) 423-5185 
S000148,	 Charles ,,Schumer	 ,"One Park Place, Suite 100 Peekskill, New York 10566",(914) 734-1532,(914) 734-1673 
S000148,	 Charles ,,Schumer	 ,"145 Pinelawn Road, Suite 300 Melville, New York 11747",(631) 753-0978,(631) 753-0997
S001162,Allyson,Y.,Schwartz,"7219 Frankford Avenue Philadelphia, Pennsylvania 19135",(215) 335-3355,(215) 333-4508 
S001162,Allyson,Y.,Schwartz,"706 West Avenue Jenkintown, Pennsylvania 19046",(215) 517-6572,(215) 517-6575 
S001183,David,,Schweikert,"10603 North Hayden Road, Suite 108 Scottsdale, Arizona 86260",(480) 946-2411,(480) 946-2446 
S001189,Austin,,Scott,"127-B North Central Avenue Tifton, Georgia 31794",(229) 396-5175,(229) 396-5179 
S001189,Austin,,Scott,"230 Margie Drive, Suite 500 Warner Robins, Georgia 31088", (478) 971-1776,(478) 971-1778 
S001157,David,,Scott,"173 North Main Street Jonesboro, Georgia 30236",(770) 210-5073,(770) 210-5673 
S001157,David,,Scott,"888 Concord Road, Suite 100 Smyrna, Georgia 30080",(770) 432-5405,(770) 432-5813 
S000185,Robert,C.  “Bobby”,Scott,"2600 Washington Avenue, #1010 Newport News, Virginia 23607",(757) 380-1000,(757) 928-6694 
S000185,Robert,C.  “Bobby”,Scott,"400 N. 8th Street Suite 430 Richmond, Virginia 23219",(804) 644-4845,(804) 644-6026 
S001184,Tim,,Scott,"2000 Sam Rittenberg Boulevard, Suite 3007 Charleston, South Carolina 29407",(843) 852-2222,(843) 852-2909 
S001184,Tim,,Scott,"1800 North Oak Street, #C Myrtle Beach, South Carolina 29577",(843) 445-6459,(843) 445-6418 
S000244,F.,James,Sensenbrenner,"120 Bishops Way, Suite 154 Brookfield, Wisconsin 53005",(262) 784-1111,(262) 784-9437 
S000248,José,E.,Serrano,"1231 Lafayette Avenue, 4th Floor Bronx, New York 10474",(718) 620-0084,(718) 620-0658 
S001141,	 Jeff,,Sessions	 ,"7550 Halcyon Summit Drive, Suite 150 Montgomery, Alabama 36117",(334) 244-7017,(334) 244-7091 
S001141,	 Jeff,,Sessions	 ,"341 Vance Federal Building, 1800 5th Avenue, North Birmingham, Alabama 35203-2171",(205) 731-1500,(205) 731-0221 
S001141,	 Jeff,,Sessions	 ,"41 West I-65 Service Road North, Suite 2300-A Mobile, Alabama 36608-1291",(251) 414-3083,(251) 414-5845 
S001141,	 Jeff,,Sessions	 ,"200 Clinton Avenue NW, Regions Center, Suite 802 Huntsville, Alabama 35801-4932",(256) 533-0979,(256) 533-0745 
S000250,Pete,,Sessions,"Park Central 7, 12750 Merit Drive, Suite 1434 Dallas, Texas 75251",(972) 392-0505,(972) 392-0615 
S001185,Terri,A.,Sewell,"2 20th Street North, Suite 1130 Birmingham, Alabama 35203", (205) 254-1960,(205) 254-1974 
S001185,Terri,A.,Sewell,"186 Field of Dreams Drive Demopolis, Alabama 36732",(334) 287-0860,(334) 877-4489 
S001185,Terri,A.,Sewell,"205 North Washington Street, UWA Station 40 Livingston, Alabama 35470-2099",(205) 652-5834,(205) 652-5935 
S001185,Terri,A.,Sewell,"908 Alabama Avenue, Federal Building, Suite 112 Selma, Alabama 36701",(334) 877-4414,(334) 877-4489 
S001185,Terri,A.,Sewell,"1118 Greensboro Avenue, Suite 336 Tuscaloosa, Alabama 35401",(205) 752-5380,(205) 652-5899 
S001181,	 Jeanne,,Shaheen	 ,"1589 Elm Street, Suite 3 Manchester, New Hampshire 03101",(603) 647-7500
S001181,	 Jeanne,,Shaheen	 ,"60 Main Street Nashua, New Hampshire 03060", (603) 883-0196
S001181,	 Jeanne,,Shaheen	 ,"340 Central Avenue, Suite 205 Dover, New Hampshire 03820",(603) 750-3004
S000320,	 Richard ,,Shelby	 ,"1118 Greensboro Avenue, #240 Tuscaloosa, Alabama 35401",(205) 759-5047,(205) 759-5067 
S000320,	 Richard ,,Shelby	 ,"113 St. Joseph Street, 445 U.S. Federal Courthouse Mobile, Alabama 36602", (251) 694-4164,(251) 694-4166 
S000320,	 Richard ,,Shelby	 ,"15 Lee Street, FMJ Federal Courthouse, Suite 208 Montgomery, Alabama 36104",(334) 223-7303,(334) 223-7317 
S000320,	 Richard ,,Shelby	 ,"1800 5th Avenue, North, 321 Federal Building Birmingham, Alabama 35203",(205) 731-1384,(205) 731-1386 
S000320,	 Richard ,,Shelby	 ,"1000 Glenn Hearn Boulevard, Box 20127 Huntsville, Alabama 35824",(256) 772-0460,(256) 772-8387 
S000344,Brad,,Sherman,"5000 Van Nuys Boulevard, Suite 420 Sherman Oaks, California 91403-1791",(818) 501-9200,(818) 501-1554 
S000364,John,,Shimkus,"3130 Chatham Road, Suite C Springfield, Illinois 62704", (217) 492-5090,(217) 492-5096 
S000364,John,,Shimkus,"240 Regency Centre Collinsville, Illinois 62234",(618) 344-3065,(618) 344-4215 
S000364,John,,Shimkus,"221 East Broadway, #102 Centralia, Illinois 62801",(618) 532-9676,(618) 532-1896 
S000364,John,,Shimkus,"120 South Fair Olney, Illinois 62450",(618) 392-7737, (618) 395-8178 
S000364,John,,Shimkus,"110 East Locust Street, Room 12 Harrisburg, Illinois 62946",(618) 252-8271,(618) 252-8317 
S001171,Heath,,Shuler,"205 College Street, Suite 100 Asheville, North Carolina 28801",(828) 252-1651,(828) 252-8734 
S001171,Heath,,Shuler,"75 Peachtree Street, Suite 100 Murphy, North Carolina 28906",(828) 835-4981
S001171,Heath,,Shuler,"125 Bonnie Lane Sylva, North Carolina 28779",(828) 586-1962
S001154,Bill,,Shuster,"310 Penn Street, Suite 200 Hollidaysburg, Pennsylvania 16648",(814) 696-6318,(814) 696-6726
S001154,Bill,,Shuster,"100 Lincoln Way East, Suite B Chambersburg, Pennsylvania 17201",(717) 264-8308,(717) 264-0269 
S001154,Bill,,Shuster,"827 Water Street, #3 Indiana, Pennsylvania 15701", (724) 463-0516,(724) 463-0518 
S001154,Bill,,Shuster,"118 West Main Street, Suite 104 Somerset, Pennsylvania 15501",(814) 443-3918,(814) 443-6373 
S001148,Michael,K.,Simpson,"802 West Bannock Street, Suite 600 Boise, Idaho 83702",(208) 334-1953,(208) 334-9533 
S001148,Michael,K.,Simpson,"410 Memorial Drive, Suite 203 Idaho Falls, Idaho 83402",(208) 523-6701,(208) 523-2384 
S001148,Michael,K.,Simpson,"1341 Filmore, Suite 202 Twin Falls, Idaho 83301",(208) 734-7219,(208) 734-7244 
S001148,Michael,K.,Simpson,"275 South 5th Avenue, #275 Pocatello, Idaho 83201",(208) 233-2222,(208) 233-2095 
S001165,Albio,,Sires,"35 Journal Square, Suite 906 Jersey City, New Jersey 07306",(201) 222-2828,(201) 222-0188 
S001165,Albio,,Sires,"5500 Palisades Avenue, Suite A West New York, New Jersey 07093",(201) 558-0800,(201) 617-2809 
S001165,Albio,,Sires,"630 Avenue C, Room 9 Bayonne, New Jersey 07002", (201) 823-2900,(201) 858-7139 
S001165,Albio,,Sires,"100 Cooke Avenue, 2nd Floor Carteret, New Jersey 07008",(732) 969-9160,(732) 969-9167 
S001165,Albio,,Sires,"1 Olive Street, 2nd Floor Perth Amboy, New Jersey 08861",(732) 442-0610,(732) 442-0671 
S000480,Louise,McIntosh,Slaughter,"3120 Federal Building, 100 State Street Rochester, New York 14614", (585) 232-4850,(585) 232-1954 
S000480,Louise,McIntosh,Slaughter,"465 Main Street, Suite 105 Buffalo, New York 14203",(716) 853-5813,(716) 853-6347 
S000480,Louise,McIntosh,Slaughter,"1910 Pine Avenue Niagara Falls, New York 14301",(716) 282-1274,(716) 282-2479 
S000510,Adam,,Smith,"2209 Pacific Avenue, Suite B Tacoma, Washington 98402",(253) 593-6600,(253) 593-6776 
S001172,Adrian,,Smith,"416 Valley View Drive, Suite 600 Scottsbluff, Nebraska 69361",(308) 633-6333, (308) 633-6335 
S001172,Adrian,,Smith,"1811 West Second Street, Suite 275 Grand Island, Nebraska 68803", (308) 384-3900,(308) 384-3902 
S000522,Christopher,H.,Smith,"1540 Kuser Road, Suite A9 Hamilton, New Jersey 08619",(609) 585-7878, (609) 585-9155 
S000522,Christopher,H.,Smith,"108 Lacey Road, Suite 38A Whiting, New Jersey 08759-1331",(732) 350-2300,(732) 350-6260 
S000583,Lamar,,Smith,"1100 NE Loop 410, #640 San Antonio, Texas 78209",(210) 821-5024, (210) 821-5947 
S000583,Lamar,,Smith,"3536 Bee Cave Road, Suite 212 Austin, Texas 78746",(512) 306-0439,(512) 306-0427 
S000583,Lamar,,Smith,"301 Junction Highway, Suite 346C Kerrville, Texas 78028", (830) 896-0154,(830) 896-0168 
S000663,	 Olympia ,,Snowe	 ,"Three Canal Plaza, #601 Portland, Maine 04101",(207) 874-0883,(207) 874-7631 
S000663,	 Olympia ,,Snowe	 ,"Two Great Falls Plaza, #7B Auburn, Maine 04210",(207) 786-2451,(207) 782-1438 
S000663,	 Olympia ,,Snowe	 ,"40 Western Avenue, #408C Augusta, Maine 04330",(207) 622-8292,(207) 622-7295 
S000663,	 Olympia ,,Snowe	 ,"202 Harlow Street, Suite 214 Bangor, Maine 04401",(207) 945-0432,(207) 941-9525 
S000663,	 Olympia ,,Snowe	 ,"227 Main Street Biddeford, Maine 04005",(207) 282-4144,(207) 284-2358 
S000663,	 Olympia ,,Snowe	 ,"169 Academy Street, Suite 3 Presque Isle, Maine 04769",(207) 764-5124,(207) 764-6420 
S001186,Steve,,Southerland,"840 West 11th Street, Suite 2250 Panama City, Florida 32401",(850) 785-0812,(850) 763-3764 
S001186,Steve,,Southerland,"3116 Capital Circle NE, Suite 9 Tallahassee, Florida 32308",(850) 561-3979,(850) 681-2902 
S001175,Jackie,,Speier,"400 South El Camino Real, Suite 750 San Mateo, California 94402",(650) 342-0300,(650) 375-8270 
S000770,	 Debbie,,Stabenow	 ,"221 West Lake Lansing Road, Suite 100 East Lansing, Michigan 48823", (517) 203-1760,(517) 203-1778 
S000770,	 Debbie,,Stabenow	 ,"3335 South Airport Road West, Suite 6B Traverse City, Michigan 49684",(231) 929-1031,(231) 929-1250 
S000770,	 Debbie,,Stabenow	 ,"432 North Saginaw Street, Suite 301 Flint, Michigan 48502",(810) 720-4172,(810) 720-4178 
S000770,	 Debbie,,Stabenow	 ,"243 West Congress, Suite 550 Detroit, Michigan 48226",(313) 961-4330,(313) 961-7566 
S000770,	 Debbie,,Stabenow	 ,"3280 East Beltline Court, Suite 400 Grand Rapids, Michigan 49525",(616) 975-0052, (616) 975-5764 
S000770,	 Debbie,,Stabenow	 ,"1901 West Ridge, #7 Marquette, Michigan 49855",(906) 228-8756,(906) 228-9162 
S000810,Fortney,Pete,Stark,"39300 Civic Center Drive, Suite 220 Fremont, California 94538",(510) 494-1388,(510) 494-5852 
S000822,Cliff,,Stearns,"115 SE 25th Avenue Ocala, Florida 34471",(352) 351-8777,(352) 351-8011 
S000822,Cliff,,Stearns,"1726 Kingsley Avenue SE, #8 Orange Park, Florida 32073",(904) 269-3203,(904) 269-3343 
S000822,Cliff,,Stearns,"5700 SW 34th Street, Suite 425 Gainesville, Florida 32608",(352) 337-0003,(352) 337-0034 
S001187,Steve,,Stivers,"3790 Municipal Way Hilliard, Ohio 43026",(614) 771-4968,(614) 771-3990 
S001188,Marlin,A.,Stutzman,"320 North Chicago Avenue, Suite 9B,  Goshen, Indiana 46528",(574) 533-5802,(574) 534-2669 
S001188,Marlin,A.,Stutzman,"700 Park Avenue, Suite D, Winona Lake, Indiana 46590",(574) 269-1940,(574) 269-3112 
S001188,Marlin,A.,Stutzman,"874 North Lima Road, Suite B Kendallville, Indiana 46755",(260) 599-0554,(260) 599-0557 
S001188,Marlin,A.,Stutzman,"1300 South Harrison Street Fort Wayne, Indiana 46802",(260) 424-3041,(260) 424-4042 
S001155,John,A.,Sullivan,"5727 South Lewis, Suite 520, Tulsa, Oklahoma 74105",(918) 749-0014,(918) 749-0781 
S001155,John,A.,Sullivan,"401 South Johnstone Avenue, Suite 348,  Bartlesville, Oklahoma 74003",(918) 336-6500,(918) 337-4196 
S001174,Betty,,Sutton,"2 South Main Street, Suite 380, Akron, Ohio 44308",(330) 865-8450,(330) 865-8470 
S001174,Betty,,Sutton,"205 West 20th Street, Suite M230, Lorain, Ohio 44052",(440) 245-5350,(440) 245-5355,Tamar
T000459,Lee,,Terry,"11717 Burt Street, Suite 106, Omaha, Nebraska 68154",(402) 397-9944,(402) 397-8787 
T000464,	 Jon,,Tester	 ,"208 North Montana Avenue, Suite 202,  Helena, Montana 59601",(406) 449-5401,(406) 449-5462 
T000464,	 Jon,,Tester	 ,"222 North 32nd Street, Suite 102, Billings, Montana 59101",(406) 252-0550,(406) 252-7768 
T000464,	 Jon,,Tester	 ,"130 West Front Street,  Missoula, Montana 59802",(406) 728-3003,(406) 728-2193 
T000464,	 Jon,,Tester	 ,"19 1st Avenue North, Suite 102, Great Falls, Montana 59401",(406) 452-9585,(406) 452-9586 
T000464,	 Jon,,Tester	 ,"1 East Main Street, Suite 202, Bozeman, Montana 59715",(406) 586-4450,(406) 586-7647 
T000464,	 Jon,,Tester	 ,"125 West Granite, Suite 200, Butte, Montana 59701",(406) 723-3277,(406) 782-4717 
T000464,	 Jon,,Tester	 ,"14 Third Street East, Suite 230, Kalispell, Montana 59901",406) 257-3360,(406) 257-3974 
T000464,	 Jon,,Tester	 ,"122 West Towne, Glendive, Montana 59330",(406) 365-2391,(406) 365-8836 
T000193,Bennie,G.,Thompson,"107 West Madison Street, Bolton, Mississippi 39041",601) 866-9003,(601) 866-9036 
T000193,Bennie,G.,Thompson,"263 East Main Street, Marks, Mississippi 38646",(662) 326-9003,(662) 326-9003 
T000193,Bennie,G.,Thompson,"509 Highway 82 West, Suite F, Greenwood, Mississippi 38930",(662) 455-9003,(601) 453-0118 
T000193,Bennie,G.,Thompson,"910 Courthouse Lane, Greenville, Mississippi 38701",(662) 335-9003,(662) 334-1304 
T000193,Bennie,G.,Thompson,"106 Green Avenue, Suite 106, Mound Bayou, Mississippi 38762",662) 741-9003,(662) 741-9002 
T000193,Bennie,G.,Thompson,"3607 Medgar Evers Boulevard, Jackson, Mississippi 39213",(601) 946-9003,(601) 982-5337 
T000467,Glenn,,Thompson,"3555 Benner Pike, Suite 101, Bellefonte, Pennsylvania 16823",(814) 353-0215,(814) 353-0218 
T000467,Glenn,,Thompson,"127 West Spring Street, Suite C, Titusville, Pennsylvania 16354",(814) 827-3985,(814) 827-7307 
T000460,Michael,,Thompson,"1040 Main Street, Suite 101, Napa, California 94559",(707) 226-9898,(707) 251-9800
T000460,Michael,,Thompson,"430 North Franklin Street, PO Box 2208, Ft. Bragg, California 95437",(707) 962-0933,(707) 962-0934 
T000460,Michael,,Thompson,"317 3rd Street, Suite 1, Eureka, California 95501",(707) 269-9595,(707) 269-9598 
T000460,Michael,,Thompson,"712 Main Street, Suite 101, Woodland, California 95695",(530) 662-5272,(530) 662-5163 
T000238,Mac,,Thornberry,"905 South Fillmore Street, Suite 520, Amarillo, Texas 79101",(806) 371-8844,(806) 371-7044 
T000238,Mac,,Thornberry,"4245 Kemp, Suite 506, Wichita Falls, Texas 76308",(940) 692-1700,(940) 692-0539 
T000250,	 John,,Thune	 ,"320 North Main Avenue, Suite B, Sioux Falls, South Dakota 57104",(605) 334-9596,N/A
T000250,	 John,,Thune	 ,"1313 West Main Street, Rapid City, South Dakota 57701",(605) 348-7551,N/A
T000250,	 John,,Thune	 ,"320 South 1st Street, Aberdeen, South Dakota 57401",(605) 225-8823,N/A
T000462,Patrick,J.,Tiberi,"3000 Corporate Exchange Drive, Suite 310, Columbus, Ohio 43231",(614) 523-2555,(614) 818-0887 
T000266,John,F.,Tierney,"17 Peabody Square, Peabody, Massachusetts 01960",(978) 531-1669,(978) 531-1996 
T000266,John,F.,Tierney,"Lynn City Hall, Room 412, Lynn, Massachusetts 01902",(781) 595-7375,(781) 595-7492 
T000470,Scott,R.,Tipton,"609 Main Street, #105, Alamosa, Colorado 81101",(719) 587-5105,(719) 587-5137 
T000470,Scott,R.,Tipton,"225 North 5th Street, Suite 702, Grand Junction, Colorado 81501",(970) 241-2499,(970) 241-3053 
T000469,Paul,,Tonko,"Leo W. O'Brien Fed. Bldg., 1 Clinton Ave., Rm. 827, Albany, New York 12207",(518) 465-0700,(518) 427-5107 
T000469,Paul,,Tonko,"61 Church Street, Room 309, Amsterdam, New York 12010",(518) 843-3400,(518) 843-8874 
T000469,Paul,,Tonko,"105 Jay Street, Room 15, Schenectady, New York 12305",(518) 374-4547,(518) 374-7908 
T000461,	 Patrick ,,Toomey	 ,"504 Hamilton Street, Suite 3814,  Allentown, Pennsylvania 18101",(610) 434-1444,(610) 434-1844 
T000461,	 Patrick ,,Toomey	 ,"17 South Park Row, Suite B-120, Erie, Pennsylvania 16501",(814) 453-3010,N/A
T000461,	 Patrick ,,Toomey	 ,"228 Walnut Street, Suite 1104,  Harrisburg, Pennsylvania 17101",(717) 782-3951,N/A
T000461,	 Patrick ,,Toomey	 ,"600 Arch Street, Suite 9400, Philadelphia, Pennsylvania 19106",(215) 597-7200,N/A
T000326,Edolphus,,Towns,"186 Joralemon Street, Suite 1101, Brooklyn, New York 11201",(718) 855-8018,(718) 858-4542 
T000326,Edolphus,,Towns,"10408 Flatlands Avenue, Brooklyn, New York 11236",(718) 272-1175,(718) 272-1178 
T000465,Niki,,Tsongas,"11 Kearney Square, 3rd Floor, Lowell, Massachusetts 01852",(978) 459-0101,(978) 459-1907 
T000465,Niki,,Tsongas,"305 Essex Street, 4th Floor, Lawrence, Massachusetts 01840",(978) 681-6200,(978) 682-6070 
T000463,Michael,R.,Turner,"120 West Third Street, Suite 305, Dayton, Ohio 45402",(937) 225-2843,(937) 225-2752 
T000463,Michael,R.,Turner,"61 East Main Street, Suite One, Wilmington, Ohio 45177",(937) 383-8931,(937) 383-8910 
U000038,	 Mark,,Udall	 ,"999 Eighteenth Street, Suite N1525, Denver, Colorado 80202",(303) 650-7820,(303) 650-7827 
U000038,	 Mark,,Udall	 ,"2880 International Circle, Suite 107, Colorado Springs, Colorado 80910",(719) 471-3993,N/A,Tamar
U000038,	 Mark,,Udall	 ,"400 Rood Avenue, Suite 215, Grand Junction, Colorado 81501",(970) 245-9553,(970) 245-9523 
U000038,	 Mark,,Udall	 ,"801 8th Street, Suite 140A, Greeley, Colorado 80631",(970) 356-5586,N/A
U000038,	 Mark,,Udall	 ,"107 West B Street, Pueblo, Colorado 81003",(719) 542-1701,N/A
U000038,	 Mark,,Udall	 ,"954 East 2nd Avenue, Suite 106, Durango, Colorado 81301",(970) 247-1047,N/A
U000039,	 Tom,,Udall	 ,"Albuquerque Plaza, 201 3rd Street NW, Suite 710,  Albuquerque, New Mexico 87102",(505) 346-6791,(505) 346-6720 
U000039,	 Tom,,Udall	 ,"Loretto Town Center, 505 South Main, Suite 118, Las Cruces, New Mexico 88001",(575) 526-5475,(575) 523-6589 
U000039,	 Tom,,Udall	 ,"120 South Federal Place, Suite 302, Santa Fe, New Mexico 87501",(505) 988-6511,(505) 988-6514 
U000031,Fred,,Upton,"157 South Kalamazoo Mall, #180,  Kalamazoo, Michigan 49007",(269) 385-0039,(269) 385-2888 
U000031,Fred,,Upton,"800 Centre, Suite 106, 800 Ship Street, St. Joseph, Michigan 49085",(269) 982-1986,(269) 982-0237 
V000128,Chris,,Van Hollen,"51 Monroe Street, Suite 507, Rockville, Maryland 20850",(301) 424-3501,(301) 424-5992 
V000128,Chris,,Van Hollen,"6475 New Hampshire Avenue, Suite C-201, Hyattsville, Maryland 20783",(301) 891-6982,(301) 891-6985 
V000081,Nydia,M.,Velázquez,"266 Broadway, Suite 201, Brooklyn, New York 11211-6215",(718) 599-3658,(718) 599-4537 
V000081,Nydia,M.,Velázquez,"173 Avenue B, New York, New York 10009",(212) 673-3997,(212) 473-5242 
V000081,Nydia,M.,Velázquez,"16 Court Street, Suite 1006, Brooklyn, New York 11241",(718) 222-5819,(718) 222-5830 
V000108,Peter,J.,Visclosky,"7895 Broadway, Suite A, Merrillville, Indiana 46410",(219) 795-1844,(219) 795-1850 
V000127,	 David,,Vitter	 ,"800 Lafayette Street, Suite 1200, Lafayette, Louisiana 70501",(337) 262-6898,(337) 262-6373 
V000127,	 David,,Vitter	 ,"858 Convention Street, Baton Rouge, Louisiana 7080",(225) 383-0331,(225) 383-0952 
V000127,	 David,,Vitter	 ,"2230 South MacArthur Drive, Suite 4, Alexandria, Louisiana 71301",(318) 448-0169,(318) 448-0189
V000127,	 David,,Vitter	 ,"1217 North 19th Street, Monroe, Louisiana 71201",(318) 325-8120,(318) 325-9165 
V000127,	 David,,Vitter	 ,"920 Pierremont Road, Suite 113, Shreveport, Louisiana 71106",(318) 861-0437,(318) 861-4865 
V000127,	 David,,Vitter	 ,"2800 Veterans Boulevard, Suite 201, Metairie, Louisiana 70002",(504) 589-2753,(504) 589-2607 
V000127,	 David,,Vitter	 ,"3221 Ryan Street, Suite E, Lake Charles, Louisiana 70601",(337) 436-0453,(337) 436-3163 
W000798,Tim,,Walberg,"800 West Ganson Street, Jackson, Michigan 49202",(517) 780-9075,(517) 780-9081 
W000791,Greg,,Walden,"843 East Main Street, Suite 400, Medford, Oregon 97504",(541) 776-4646,(541) 779-0204 
W000791,Greg,,Walden,"1051 NW Bond Street, Suite 400, Bend, Oregon 97701",(541) 389-4408,(541) 389-4452 
W000791,Greg,,Walden,"1211 Washington Avenue, La Grande, Oregon 97850",(541) 624-2400,(541) 624-2402 
W000811,Joe,,Walsh,"50 East Grand Avenue, Fox Lake, Illinois 60020",(847) 973-9341,(847) 973-9451 
W000799,Timothy,J.,Walz,"227 East Main Street, Suite 220, Mankato, Minnesota 56001",(507) 388-2149,N/A
W000799,Timothy,J.,Walz,"1134 7th Street, NW, Rochester, Minnesota 55901",(507) 206-0643,N/A
W000805,	 Mark ,,Warner	 ,"919 East Main Street, Suite 630, Richmond, Virginia 23219",(804) 775-2314,(804) 775-2319 
W000805,	 Mark ,,Warner	 ,"101 West Main Street, Suite 4900, Norfolk, Virginia 23510",(757) 441-3079,(757) 441-6250 
W000805,	 Mark ,,Warner	 ,"180 West Main Street, Abingdon, Virginia 24210",(276) 628-8158,(276) 628-1036 
W000805,	 Mark ,,Warner	 ,"129B Salem Avenue, SW, Roanoke, Virginia 24011",(540) 857-2676,(540) 857-2800 
W000805,	 Mark ,,,"8000 Towers Crescent Drive, Suite 200, Vienna, Virginia 22182",(703) 442-0670,(703) 442-0408 
W000797,Debbie,,Wasserman Schultz,"10100 Pines Boulevard, Pembroke Pines, Florida 33026",(954) 437-3936,(954) 437-4776 
W000797,Debbie,,Wasserman Schultz,"19200 West Country Club Drive, 3rd Floor, Aventura, Florida 33180",(305) 936-5724,(305) 932-9664 
W000187,Maxine,,Waters,"10124 South Broadway, Suite 1, Los Angeles, California 90003",(323) 757-8900,(323) 757-9506 
W000207,Melvin,L.,Watt,"1230 West Morehead Street, Suite 306, Charlotte, North Carolina 28208",(704) 344-9950,(704) 344-9971 
W000207,Melvin,L.,Watt,"301 South Greene Street, Suite 210, Greensboro, North Carolina 27401",(336) 275-9950,(336) 379-9951 
W000215,Henry,A.,Waxman,"8436 West 3rd Street, Suite 600, Los Angeles, California 90048",(310) 652-3095,(323) 655-0502 
W000803,	 Jim,,Webb	 ,"507 East Franklin Street, Richmond, Virginia 23219",(804) 771-2221,(804) 771-8313 
W000803,	 Jim,,Webb	 ,"3140 Chaparral Drive, Building C, Suite 101, Roanoke, Virginia 24018",(540) 772-4236,(540) 772-6870 
W000803,	 Jim,,Webb	 ,"222 Central Park Avenue, Suite 120, Virginia Beach, Virginia 23462",(757) 518-1674,(757) 518-1679 
W000803,	 Jim,,Webb	 ,"7309 Arlington Boulevard, Suite 316, Falls Church, Virginia 22042",(703) 573-7090,(703) 573-7098
W000803,	 Jim,,Webb	 ,"756 Park Avenue, NW, Norton, Virginia 24273",(276) 679-4925,(276) 679-4929 
W000803,	 Jim,,Webb	 ,"308 Craghead Street, Suite 102A, Danville, Virginia 24541",(434) 792-0976,(434) 972-0978 
W000806,Daniel,,Webster,"300 West Plant Street, Winter Garden, Florida 34787",(407) 654-5705,(407) 654-5814 
W000800,Peter,,Welch,"30 Main Street, Suite 350, Burlington, Vermont 05401",(802) 652-2450,N/A
W000807,Allen,B.,West,"6300 NE 1st Avenue, Suite 100, Fort Lauderdale, Florida 33301",(866) 713-7303,N/A
W000807,Allen,B.,West,"3111 South Dixie Highway, Suite 308, West Palm Beach, Florida 33405",(561) 655-1943,(561) 655-8018 
W000796,Lynn,A.,Westmoreland,"1601-B East Highway 34,  Newnan, Georgia 30265",(770) 683-2033,(770) 683-2042 
W000802,	 Sheldon,,Whitehouse	 ,"170 Westminster Street, Suite 1100, Providence, Rhode Island 02903",(401) 453-5294,(401) 453-5085 
W000413,Ed,,Whitfield,"1403 South Main Street, Hopkinsville, Kentucky 42240",(270) 885-8079,(270) 885-8598 
W000413,Ed,,Whitfield,"200 Main Street, Suite F, Tompkinsville, Kentucky 42167",(270) 487-9509,(270) 486-0019 
W000413,Ed,,Whitfield,"222 First Street, Suite 224, Henderson, Kentucky 42420",(270) 826-4180,(270) 826-6783 
W000413,Ed,,Whitfield,"100 Fountain Avenue, #104, Paducah, Kentucky 42001",(270) 442-6901,(270) 442-6805 
W000437, Roger ,,Wicker	 ,"245 East Capitol Street, Suite 226, Jackson, Mississippi 39201",(601) 965-4644,(601) 965-4007 
W000437, Roger ,,Wicker	 ,"452 Courthouse Road, Suite F, Gulfport, Mississippi 39507",(228) 604-2383,(228) 896-4359 
W000437, Roger ,,Wicker	 ,"3118 Pascagoula Street, Suite 179, Pascagoula, Mississippi 39567",(228) 762-5400,(228) 762-0137 
W000437, Roger ,,Wicker	 ,"2801 West Main Street, Tupelo, Mississippi 38801",(662) 844-5010,(662) 844-5030 
W000437, Roger ,,Wicker	 ,"321 Losher Street, PO Box 385, Hernando, Mississippi 38632",(662) 429-1002,(662) 429-6002 
W000808,Frederica,S.,Wilson,"18425 NW 2nd Avenue, Suite 355, Miami Gardens, Florida 33169",(305) 690-5905,(305) 690-5951 
W000795,Joe,,Wilson,"903 Port Republic Street, Beaufort, South Carolina 29902",(843) 521-2530,(843) 521-2535 
W000795,Joe,,Wilson,"1700 Sunset Boulevard (US 378), Suite 1, West Columbia, South Carolina 29169",(803) 939-0041,(803) 939-0078 
W000804,Robert,J.,Wittman,"4904-B George Washington Memorial Highway, Yorktown, Virginia 23692",(757) 874-6687,(757) 874-7164 
W000804,Robert,J.,Wittman,"3504 Plank Road, Suite 203, Fredericksburg, Virginia 22407",(540) 548-1086,(540) 548-1658 
W000804,Robert,J.,Wittman,"508 Church Lane,Tappahannock, Virginia 22560",(804) 443-0668,(804) 443-0671 
